PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37878374","Improving Mild to Moderate Depression With an App-Based Self-Guided Intervention: Protocol for a Randomized Controlled Trial","Beintner I, Kerber A, Dominke C, Voderholzer U.","JMIR Res Protoc. 2023 Oct 25;12:e46651. doi: 10.2196/46651.","Beintner I","JMIR Res Protoc","2023","2023/10/25","PMC10632923","","10.2196/46651"
"37013485","Effectiveness of personalized treatment stage-adjusted digital therapeutics in colorectal cancer: a randomized controlled trial","Kim I, Lim JY, Kim SW, Shin DW, Kim HC, Park YA, Lee YS, Kwak JM, Kang SH, Lee JY, Hwang JH.","BMC Cancer. 2023 Apr 3;23(1):304. doi: 10.1186/s12885-023-10728-2.","Kim I","BMC Cancer","2023","2023/04/04","PMC10069348","","10.1186/s12885-023-10728-2"
"32894025","Features of a mobile health intervention to manage chronic obstructive pulmonary disease: a qualitative study","Alwashmi MF, Fitzpatrick B, Davis E, Farrell J, Gamble JM, Hawboldt J.","Ther Adv Respir Dis. 2020 Jan-Dec;14:1753466620951044. doi: 10.1177/1753466620951044.","Alwashmi MF","Ther Adv Respir Dis","2020","2020/09/07","PMC7479870","","10.1177/1753466620951044"
"32726748","A Digital Health Intervention for Weight Management for Latino Families Living in Rural Communities: Perspectives and Lessons Learned During Development","Yin Z, Errisuriz VL, Evans M, Inupakutika D, Kaghyan S, Li S, Esparza L, Akopian D, Parra-Medina D.","JMIR Form Res. 2020 Aug 20;4(8):e20679. doi: 10.2196/20679.","Yin Z","JMIR Form Res","2020","2020/07/30","PMC7471894","","10.2196/20679"
"38784165","Evaluating the effectiveness of a mobile app-based self-guided psychological interventions to reduce relapse in substance use disorder: protocol for a randomized controlled trial","Redeł A, Binkowska AA, Obarska K, Marcowski P, Szymczak K, Lewczuk K, Solich K, Banaszak M, Woronowicz B, Nowicka M, Skorko M, Gola M, Bielecki M.","Front Psychiatry. 2024 May 8;15:1335105. doi: 10.3389/fpsyt.2024.1335105. eCollection 2024.","Redeł A","Front Psychiatry","2024","2024/05/24","PMC11113013","","10.3389/fpsyt.2024.1335105"
"33820686","Lessons from pathophysiology: Use of individualized combination treatments with immune interventional agents to tackle severe respiratory failure in patients with COVID-19","Dalekos GN, Stefos A, Georgiadou S, Lygoura V, Michail A, Ntaios G, Samakidou A, Giannoulis G, Gabeta S, Vlychou M, Petinaki E, Leventogiannis K, Giamarellos-Bourboulis EJ, Gatselis NK.","Eur J Intern Med. 2021 Jun;88:52-62. doi: 10.1016/j.ejim.2021.03.026. Epub 2021 Mar 26.","Dalekos GN","Eur J Intern Med","2021","2021/04/06","PMC7997723","","10.1016/j.ejim.2021.03.026"
"21371993","Patient ability and willingness to participate in a web-based intervention to improve hypertension control","Green BB, Anderson ML, Ralston JD, Catz S, Fishman PA, Cook AJ.","J Med Internet Res. 2011 Jan 20;13(1):e1. doi: 10.2196/jmir.1625.","Green BB","J Med Internet Res","2011","2011/03/05","PMC3217242","","10.2196/jmir.1625"
"36869368","mHealth interventions to reduce stress in healthcare workers (fitcor): study protocol for a randomized controlled trial","Baumann H, Heuel L, Bischoff LL, Wollesen B.","Trials. 2023 Mar 4;24(1):163. doi: 10.1186/s13063-023-07182-7.","Baumann H","Trials","2023","2023/03/03","PMC9985281","","10.1186/s13063-023-07182-7"
"26578285","Internet based personalized feedback interventions for gamblers in Singapore: First results","Zhang MW, Yi Y, Cheok CC.","Technol Health Care. 2016;24(2):177-83. doi: 10.3233/THC-151117.","Zhang MW","Technol Health Care","2016","2015/11/19","","","10.3233/THC-151117"
"26474643","TRAK App Suite: A Web-Based Intervention for Delivering Standard Care for the Rehabilitation of Knee Conditions","Spasić I, Button K, Divoli A, Gupta S, Pataky T, Pizzocaro D, Preece A, van Deursen R, Wilson C.","JMIR Res Protoc. 2015 Oct 16;4(4):e122. doi: 10.2196/resprot.4091.","Spasić I","JMIR Res Protoc","2015","2015/10/18","PMC4704978","","10.2196/resprot.4091"
"35536640","Nonusage Attrition of Adolescents in an mHealth Promotion Intervention and the Role of Socioeconomic Status: Secondary Analysis of a 2-Arm Cluster-Controlled Trial","Maenhout L, Peuters C, Cardon G, Crombez G, DeSmet A, Compernolle S.","JMIR Mhealth Uhealth. 2022 May 10;10(5):e36404. doi: 10.2196/36404.","Maenhout L","JMIR Mhealth Uhealth","2022","2022/05/10","PMC9131163","","10.2196/36404"
"37988150","Empowering Foot Care Literacy Among People Living With Diabetes and Their Carers With an mHealth App: Protocol for a Feasibility Study","Liew H, Pienkowska A, Ang CS, Mahadzir MDA, Goh KFI, Lodh N, Bojic I, Lawate A, Ong QC, Venkataraman K, Car J, Ho AHY.","JMIR Res Protoc. 2023 Nov 21;12:e52036. doi: 10.2196/52036.","Liew H","JMIR Res Protoc","2023","2023/11/21","PMC10698655","","10.2196/52036"
"38019495","Transdiagnostic Ecological Momentary Intervention for Improving Self-Esteem in Youth Exposed to Childhood Adversity: The SELFIE Randomized Clinical Trial","Reininghaus U, Daemen M, Postma MR, Schick A, Hoes-van der Meulen I, Volbragt N, Nieman D, Delespaul P, de Haan L, van der Pluijm M, Breedvelt JJF, van der Gaag M, Lindauer R, Boehnke JR, Viechtbauer W, van den Berg D, Bockting C, van Amelsvoort T.","JAMA Psychiatry. 2024 Mar 1;81(3):227-239. doi: 10.1001/jamapsychiatry.2023.4590.","Reininghaus U","JAMA Psychiatry","2024","2023/11/29","PMC10687716","","10.1001/jamapsychiatry.2023.4590"
"36006666","Effects and Processes of an mHealth Intervention for the Management of Chronic Diseases: Prospective Observational Study","Breckner A, Litke N, Göbl L, Wiezorreck L, Miksch A, Szecsenyi J, Wensing M, Weis A.","JMIR Form Res. 2022 Aug 25;6(8):e34786. doi: 10.2196/34786.","Breckner A","JMIR Form Res","2022","2022/08/25","PMC9459841","","10.2196/34786"
"37325307","Uptake and effectiveness of a mobile application for real-time reporting and quality assurance of decentralized SARS-CoV-2 testing in Uganda","Nansumba H, Nambuya P, Wafula J, Laiton N, Kadam R, Akinwusi O, Suleiman K, Akugizibwe P, Ssewanyana I.","Front Public Health. 2023 Jun 1;11:1053544. doi: 10.3389/fpubh.2023.1053544. eCollection 2023.","Nansumba H","Front Public Health","2023","2023/06/16","PMC10267314","","10.3389/fpubh.2023.1053544"
"31376274","Efficacy of a Self-Regulation-Based Electronic and Mobile Health Intervention Targeting an Active Lifestyle in Adults Having Type 2 Diabetes and in Adults Aged 50 Years or Older: Two Randomized Controlled Trials","Poppe L, De Bourdeaudhuij I, Verloigne M, Shadid S, Van Cauwenberg J, Compernolle S, Crombez G.","J Med Internet Res. 2019 Aug 2;21(8):e13363. doi: 10.2196/13363.","Poppe L","J Med Internet Res","2019","2019/08/04","PMC6696857","","10.2196/13363"
"34119458","Experiences with and Perception of a Web-Based Mindfulness, Nutrition, and Fitness Platform Reported by First-Year University Students: A Qualitative Study","Lieffers JRL, Quintanilha M, Trottier CF, Johnson ST, Mota JF, Prado CM.","J Acad Nutr Diet. 2021 Dec;121(12):2409-2418.e3. doi: 10.1016/j.jand.2021.04.019. Epub 2021 Jun 10.","Lieffers JRL","J Acad Nutr Diet","2021","2021/06/13","","","10.1016/j.jand.2021.04.019"
"36602841","Assessment and Disruption of Ruminative Episodes to Enhance Mobile Cognitive Behavioral Therapy Just-in-Time Adaptive Interventions in Clinical Depression: Pilot Randomized Controlled Trial","Wang L, Miller L.","JMIR Form Res. 2023 Jan 5;7:e37270. doi: 10.2196/37270.","Wang L","JMIR Form Res","2023","2023/01/05","PMC9853337","","10.2196/37270"
"28233942","Reduction of energy intake using just-in-time feedback from a wearable sensor system","Farooq M, McCrory MA, Sazonov E.","Obesity (Silver Spring). 2017 Apr;25(4):676-681. doi: 10.1002/oby.21788. Epub 2017 Feb 24.","Farooq M","Obesity (Silver Spring)","2017","2017/02/25","PMC5373970","NIHMS843507","10.1002/oby.21788"
"36037610","A Just-In-Time Adaptive intervention (JITAI) for smoking cessation: Feasibility and acceptability findings","Yang MJ, Sutton SK, Hernandez LM, Jones SR, Wetter DW, Kumar S, Vinci C.","Addict Behav. 2023 Jan;136:107467. doi: 10.1016/j.addbeh.2022.107467. Epub 2022 Aug 23.","Yang MJ","Addict Behav","2023","2022/08/29","PMC10246550","NIHMS1896125","10.1016/j.addbeh.2022.107467"
"32778200","Beyond clicks and downloads: a call for a more comprehensive approach to measuring mobile-health app engagement","O'Brien HL, Morton E, Kampen A, Barnes SJ, Michalak EE.","BJPsych Open. 2020 Aug 11;6(5):e86. doi: 10.1192/bjo.2020.72.","O'Brien HL","BJPsych Open","2020","2020/08/12","PMC7453800","","10.1192/bjo.2020.72"
"37738076","Specifying the Efficacy of Digital Therapeutic Tools for Depression and Anxiety: Retrospective, 2-Cohort, Real-World Analysis","Fundoiano-Hershcovitz Y, Breuer Asher I, Ritholz MD, Feniger E, Manejwala O, Goldstein P.","J Med Internet Res. 2023 Sep 22;25:e47350. doi: 10.2196/47350.","Fundoiano-Hershcovitz Y","J Med Internet Res","2023","2023/09/22","PMC10559191","","10.2196/47350"
"36703250","Improving emotion regulation in breast cancer patients in the early survivorship period: Efficacy of a brief ecologically boosted group intervention","Merckaert I, Waroquier P, Caillier M, Verkaeren O, Righes S, Liénard A, Libert Y, Kristanto P, Razavi D.","Psychooncology. 2023 Apr;32(4):597-609. doi: 10.1002/pon.6105. Epub 2023 Mar 8.","Merckaert I","Psychooncology","2023","2023/01/26","","","10.1002/pon.6105"
"37011033","Process evaluation of Dulce Digital-Me: an adaptive mobile health (mHealth) intervention for underserved Hispanics with diabetes","Spierling Bagsic SR, Savin KL, Soriano EC, San Diego ERN, Orendain N, Clark T, Sandoval H, Chichmarenko M, Perez-Ramirez P, Farcas E, Godino J, Gallo LC, Philis-Tsimikas A, Fortmann AL.","Transl Behav Med. 2023 Sep 12;13(9):635-644. doi: 10.1093/tbm/ibad020.","Spierling Bagsic SR","Transl Behav Med","2023","2023/04/03","PMC10496430","","10.1093/tbm/ibad020"
"32602361","Digital habits of PR service-users: Implications for home-based interventions during the COVID-19 pandemic","Polgar O, Aljishi M, Barker RE, Patel S, Walsh JA, Kon SS, Man WD, Nolan CM.","Chron Respir Dis. 2020 Jan-Dec;17:1479973120936685. doi: 10.1177/1479973120936685.","Polgar O","Chron Respir Dis","2020","2020/07/01","PMC7328358","","10.1177/1479973120936685"
"31736378","The effect of an mHealth intervention for titration of insulin for type 2 diabetes: A pilot study","Bramwell SE, Meyerowitz-Katz G, Ferguson C, Jayaballa R, McLean M, Maberly G.","Eur J Cardiovasc Nurs. 2020 Jun;19(5):386-392. doi: 10.1177/1474515119889764. Epub 2019 Nov 17.","Bramwell SE","Eur J Cardiovasc Nurs","2020","2019/11/19","","","10.1177/1474515119889764"
"29463494","How Health Care Professionals Evaluate a Digital Intervention to Improve Medication Adherence: Qualitative Exploratory Study","Thomson K, Brouwers C, Damman OC, de Bruijne MC, Timmermans DR, Melles M.","JMIR Hum Factors. 2018 Feb 20;5(1):e7. doi: 10.2196/humanfactors.8948.","Thomson K","JMIR Hum Factors","2018","2018/02/22","PMC5840481","","10.2196/humanfactors.8948"
"27418275","Feasibility study of portable technology for weight loss and HbA1c control in type 2 diabetes","Bentley CL, Otesile O, Bacigalupo R, Elliott J, Noble H, Hawley MS, Williams EA, Cudd P.","BMC Med Inform Decis Mak. 2016 Jul 15;16:92. doi: 10.1186/s12911-016-0331-2.","Bentley CL","BMC Med Inform Decis Mak","2016","2016/07/16","PMC4946211","","10.1186/s12911-016-0331-2"
"34926979","Detecting Receptivity for mHealth Interventions in the Natural Environment","Mishra V, Künzler F, Kramer JN, Fleisch E, Kowatsch T, Kotz D.","Proc ACM Interact Mob Wearable Ubiquitous Technol. 2021 Jun;5(2):74. doi: 10.1145/3463492.","Mishra V","Proc ACM Interact Mob Wearable Ubiquitous Technol","2021","2021/12/20","PMC8680205","NIHMS1754837","10.1145/3463492"
"28793983","How do eHealth Programs for Adolescents With Depression Work? A Realist Review of Persuasive System Design Components in Internet-Based Psychological Therapies","Wozney L, Huguet A, Bennett K, Radomski AD, Hartling L, Dyson M, McGrath PJ, Newton AS.","J Med Internet Res. 2017 Aug 9;19(8):e266. doi: 10.2196/jmir.7573.","Wozney L","J Med Internet Res","2017","2017/08/11","PMC5569246","","10.2196/jmir.7573"
"29662537","Untire: an all-embracing self-management eHealth program to cope with cancer-related fatigue","Kuiper AJ, Wolvers MDJ, Vonk D, Hagenbeek A.","Ecancermedicalscience. 2018 Mar 20;12:ed81. doi: 10.3332/ecancer.2018.ed81. eCollection 2018.","Kuiper AJ","Ecancermedicalscience","2018","2018/04/18","PMC5880226","","10.3332/ecancer.2018.ed81"
"30514694","Preliminary Effectiveness of a Smartphone App to Reduce Depressive Symptoms in the Workplace: Feasibility and Acceptability Study","Deady M, Johnston D, Milne D, Glozier N, Peters D, Calvo R, Harvey S.","JMIR Mhealth Uhealth. 2018 Dec 4;6(12):e11661. doi: 10.2196/11661.","Deady M","JMIR Mhealth Uhealth","2018","2018/12/06","PMC6299234","","10.2196/11661"
"33861204","Mobile Health Intervention Promoting Physical Activity in Adults Post Cardiac Rehabilitation: Pilot Randomized Controlled Trial","Park LG, Elnaggar A, Lee SJ, Merek S, Hoffmann TJ, Von Oppenfeld J, Ignacio N, Whooley MA.","JMIR Form Res. 2021 Apr 16;5(4):e20468. doi: 10.2196/20468.","Park LG","JMIR Form Res","2021","2021/04/16","PMC8087971","","10.2196/20468"
"30021714","Toward Increasing Engagement in Substance Use Data Collection: Development of the Substance Abuse Research Assistant App and Protocol for a Microrandomized Trial Using Adolescents and Emerging Adults","Rabbi M, Philyaw Kotov M, Cunningham R, Bonar EE, Nahum-Shani I, Klasnja P, Walton M, Murphy S.","JMIR Res Protoc. 2018 Jul 18;7(7):e166. doi: 10.2196/resprot.9850.","Rabbi M","JMIR Res Protoc","2018","2018/07/20","PMC6070723","","10.2196/resprot.9850"
"34283027","Mobile Ecological Momentary Assessment and Intervention and Health Behavior Change Among Adults in Rakai, Uganda: Pilot Randomized Controlled Trial","Beres LK, Mbabali I, Anok A, Katabalwa C, Mulamba J, Thomas AG, Bugos E, Nakigozi G, Grabowski MK, Chang LW.","JMIR Form Res. 2021 Jul 20;5(7):e22693. doi: 10.2196/22693.","Beres LK","JMIR Form Res","2021","2021/07/20","PMC8335611","","10.2196/22693"
"31610808","A cross sectional survey of internet use among a highly socially disadvantaged population of tobacco smokers","McCrabb S, Twyman L, Palazzi K, Guillaumier A, Paul C, Bonevski B.","Addict Sci Clin Pract. 2019 Oct 15;14(1):38. doi: 10.1186/s13722-019-0168-y.","McCrabb S","Addict Sci Clin Pract","2019","2019/10/16","PMC6792182","","10.1186/s13722-019-0168-y"
"37058350","Co-design Tensions Between Parents, Children, and Researchers Regarding Mobile Health Technology Design Needs and Decisions: Case Study","Yip J, Wong K, Oh I, Sultan F, Roldan W, Lee KJ, Huh J.","JMIR Form Res. 2023 Apr 14;7:e41726. doi: 10.2196/41726.","Yip J","JMIR Form Res","2023","2023/04/14","PMC10148216","","10.2196/41726"
"24609454","Feasibility, acceptability, and preliminary efficacy of a smartphone intervention for schizophrenia","Ben-Zeev D, Brenner CJ, Begale M, Duffecy J, Mohr DC, Mueser KT.","Schizophr Bull. 2014 Nov;40(6):1244-53. doi: 10.1093/schbul/sbu033. Epub 2014 Mar 8.","Ben-Zeev D","Schizophr Bull","2014","2014/03/11","PMC4193714","","10.1093/schbul/sbu033"
"34733467","Designing an integrated, nurse-driven and home-based digital intervention to improve insulin management in under-resourced settings","Ngassa Piotie P, Wood P, Webb EM, Hugo JFM, Rheeder P.","Ther Adv Endocrinol Metab. 2021 Oct 29;12:20420188211054688. doi: 10.1177/20420188211054688. eCollection 2021.","Ngassa Piotie P","Ther Adv Endocrinol Metab","2021","2021/11/04","PMC8558786","","10.1177/20420188211054688"
"36538348","Preferences of Older Adult Veterans With Heart Failure for Engaging With Mobile Health Technology to Support Self-care: Qualitative Interview Study Among Patients With Heart Failure and Content Analysis","Foster M, Xiong W, Quintiliani L, Hartmann CW, Gaehde S.","JMIR Form Res. 2022 Dec 20;6(12):e41317. doi: 10.2196/41317.","Foster M","JMIR Form Res","2022","2022/12/20","PMC9812271","","10.2196/41317"
"37032200","Health4Life eHealth intervention to modify multiple lifestyle risk behaviours among adolescent students in Australia: a cluster-randomised controlled trial","Champion KE, Newton NC, Gardner LA, Chapman C, Thornton L, Slade T, Sunderland M, Hides L, McBride N, O'Dean S, Kay-Lambkin F, Allsop S, Lubans DR, Parmenter B, Mills K, Spring B, Osman B, Ellem R, Smout S, Whife J, Stewart C, McCann KM, Catakovic A, Hunter E, Teesson M; Health4Life Team.","Lancet Digit Health. 2023 May;5(5):e276-e287. doi: 10.1016/S2589-7500(23)00028-6. Epub 2023 Apr 7.","Champion KE","Lancet Digit Health","2023","2023/04/09","","","10.1016/S2589-7500(23)00028-6"
"35402999","A Research Protocol for Implementation and Evaluation of a Patient-Focused eHealth Intervention for Chronic Kidney Disease","Donald M, Beanlands H, Straus S, Harwood L, Herrington G, Waldvogel B, Delgado M, Sparkes D, Watson P, Elliott M, McBrien K, Bello A, Hemmelgarn B.","Glob Implement Res Appl. 2022;2(1):85-94. doi: 10.1007/s43477-022-00038-3. Epub 2022 Jan 30.","Donald M","Glob Implement Res Appl","2022","2022/04/11","PMC8938369","","10.1007/s43477-022-00038-3"
"33216005","Barriers and Enablers to Adoption of Digital Health Interventions to Support the Implementation of Dietary Guidelines in Early Childhood Education and Care: Cross-Sectional Study","Grady A, Barnes C, Wolfenden L, Lecathelinais C, Yoong SL.","J Med Internet Res. 2020 Nov 20;22(11):e22036. doi: 10.2196/22036.","Grady A","J Med Internet Res","2020","2020/11/20","PMC7718087","","10.2196/22036"
"37910157","Behavioral Activation-Based Digital Smoking Cessation Intervention for Individuals With Depressive Symptoms: Randomized Clinical Trial","Dahne J, Wahlquist AE, Kustanowitz J, Natale N, Fahey M, Graboyes EM, Diaz VA, Carpenter MJ.","J Med Internet Res. 2023 Nov 1;25:e49809. doi: 10.2196/49809.","Dahne J","J Med Internet Res","2023","2023/11/01","PMC10652199","","10.2196/49809"
"33657911","HIV-Related Knowledge, Attitudes, Behaviors and Experiences of Kenyan Adolescents Living with HIV Revealed in WhatsApp Group Chats","Chory A, Nyandiko W, Martin R, Aluoch J, Scanlon M, Ashimosi C, Njoroge T, McAteer C, Apondi E, Vreeman R.","J Int Assoc Provid AIDS Care. 2021 Jan-Dec;20:2325958221999579. doi: 10.1177/2325958221999579.","Chory A","J Int Assoc Provid AIDS Care","2021","2021/03/04","PMC7940722","","10.1177/2325958221999579"
"33869122","Development and Evaluation of a Digital Health Intervention for Substance Use Reduction in Young Refugees With Problematic Use of Alcohol and/or Cannabis-Study Protocol for a Single-Armed Feasibility Trial","Fischer LC, Kölligan V, Wieland N, Klein M.","Front Public Health. 2021 Mar 31;9:557431. doi: 10.3389/fpubh.2021.557431. eCollection 2021.","Fischer LC","Front Public Health","2021","2021/04/19","PMC8044446","","10.3389/fpubh.2021.557431"
"35635746","An Integrated mHealth App for Smoking Cessation in Black Smokers With Anxiety: Protocol for a Randomized Controlled Trial","Businelle MS, Garey L, Gallagher MW, Hébert ET, Vujanovic A, Alexander A, Kezbers K, Matoska C, Robison J, Montgomery A, Zvolensky MJ.","JMIR Res Protoc. 2022 May 30;11(5):e38905. doi: 10.2196/38905.","Businelle MS","JMIR Res Protoc","2022","2022/05/31","PMC9153912","","10.2196/38905"
"30224333","An mHealth App for Self-Management of Chronic Lower Back Pain (Limbr): Pilot Study","Selter A, Tsangouri C, Ali SB, Freed D, Vatchinsky A, Kizer J, Sahuguet A, Vojta D, Vad V, Pollak JP, Estrin D.","JMIR Mhealth Uhealth. 2018 Sep 17;6(9):e179. doi: 10.2196/mhealth.8256.","Selter A","JMIR Mhealth Uhealth","2018","2018/09/19","PMC6231870","","10.2196/mhealth.8256"
"32030193","Application and effectiveness of eHealth strategies for metabolic and bariatric surgery patients: A systematic review","Messiah SE, Sacher PM, Yudkin J, Ofori A, Qureshi FG, Schneider B, Hoelscher DM, de la Cruz-Muñoz N, Barlow SE.","Digit Health. 2020 Jan 7;6:2055207619898987. doi: 10.1177/2055207619898987. eCollection 2020 Jan-Dec.","Messiah SE","Digit Health","2020","2020/02/08","PMC6977226","","10.1177/2055207619898987"
"38160578","Feasibility and acceptability of an ultra-long-term at-home EEG monitoring system (EEG@HOME) for people with epilepsy","Biondi A, Simblett SK, Viana PF, Laiou P, Fiori AMG, Nurse E, Schreuder M, Pal DK, Richardson MP.","Epilepsy Behav. 2024 Feb;151:109609. doi: 10.1016/j.yebeh.2023.109609. Epub 2023 Dec 30.","Biondi A","Epilepsy Behav","2024","2023/12/31","","","10.1016/j.yebeh.2023.109609"
"37115658","mHealth Intervention for Promoting Hypertension Self-management Among African American Patients Receiving Care at a Community Health Center: Formative Evaluation of the FAITH! Hypertension App","Brewer LC, Jones C, Slusser JP, Pasha M, Lalika M, Chacon M, Takawira P, Shanedling S, Erickson P, Woods C, Krogman A, Ferdinand D, Underwood P, Cooper LA, Patten CA, Hayes SN.","JMIR Form Res. 2023 Jun 16;7:e45061. doi: 10.2196/45061.","Brewer LC","JMIR Form Res","2023","2023/04/28","PMC10337371","","10.2196/45061"
"30531321","Effect of an mHealth Intervention to Improve Health Literacy in Immigrant Populations: A Quasi-experimental Study","Fernández-Gutiérrez M, Bas-Sarmiento P, Poza-Méndez M.","Comput Inform Nurs. 2019 Mar;37(3):142-150. doi: 10.1097/CIN.0000000000000497.","Fernández-Gutiérrez M","Comput Inform Nurs","2019","2018/12/12","","","10.1097/CIN.0000000000000497"
"37590040","Exploring the Effect of the Dynamics of Behavioral Phenotypes on Health Outcomes in an mHealth Intervention for Childhood Obesity: Longitudinal Observational Study","Woo S, Jung S, Lim H, Kim Y, Park KH.","J Med Internet Res. 2023 Aug 17;25:e45407. doi: 10.2196/45407.","Woo S","J Med Internet Res","2023","2023/08/17","PMC10472181","","10.2196/45407"
"36314766","Effects of Mobile Healthcare Applications on the Lifestyle of Patients With Breast Cancer: A Protocol for a Randomized Clinical Trial","Baek SY, Lee SB, Lee Y, Chung S, Choi CM, Lee HJ, Jo MW, Yun SC, Lee JW.","J Breast Cancer. 2022 Oct;25(5):425-435. doi: 10.4048/jbc.2022.25.e42.","Baek SY","J Breast Cancer","2022","2022/10/31","PMC9629966","","10.4048/jbc.2022.25.e42"
"30881335","Ecological Momentary Assessment and Intervention Principles for the Study of Awake Bruxism Behaviors, Part 1: General Principles and Preliminary Data on Healthy Young Italian Adults","Zani A, Lobbezoo F, Bracci A, Ahlberg J, Manfredini D.","Front Neurol. 2019 Mar 1;10:169. doi: 10.3389/fneur.2019.00169. eCollection 2019.","Zani A","Front Neurol","2019","2019/03/19","PMC6405426","","10.3389/fneur.2019.00169"
"23992038","A mobile health intervention for weight management among young adults: a pilot randomised controlled trial","Hebden L, Cook A, van der Ploeg HP, King L, Bauman A, Allman-Farinelli M.","J Hum Nutr Diet. 2014 Aug;27(4):322-32. doi: 10.1111/jhn.12155. Epub 2013 Aug 29.","Hebden L","J Hum Nutr Diet","2014","2013/09/03","","","10.1111/jhn.12155"
"28521761","A multimedia campaign to improve back beliefs in patients with non-specific low back pain: a process evaluation","Suman A, Schaafsma FG, Bamarni J, van Tulder MW, Anema JR.","BMC Musculoskelet Disord. 2017 May 18;18(1):200. doi: 10.1186/s12891-017-1551-z.","Suman A","BMC Musculoskelet Disord","2017","2017/05/20","PMC5437407","","10.1186/s12891-017-1551-z"
"31496664","Mobile health technology (WeChat) for the hierarchical management of community hypertension: protocol for a cluster randomized controlled trial","Li T, Ding W, Li X, Lin A.","Patient Prefer Adherence. 2019 Aug 9;13:1339-1352. doi: 10.2147/PPA.S215719. eCollection 2019.","Li T","Patient Prefer Adherence","2019","2019/09/10","PMC6692896","","10.2147/PPA.S215719"
"30148037","mHealth for the Detection and Intervention in Adolescent and Young Adult Substance Use Disorder","Carreiro S, Chai PR, Carey J, Lai J, Smelson D, Boyer EW.","Curr Addict Rep. 2018 Jun;5(2):110-119. doi: 10.1007/s40429-018-0192-0. Epub 2018 Feb 15.","Carreiro S","Curr Addict Rep","2018","2018/08/28","PMC6107303","NIHMS943574","10.1007/s40429-018-0192-0"
"35068708","Recommender systems for mental health apps: advantages and ethical challenges","Valentine L, D'Alfonso S, Lederman R.","AI Soc. 2022 Jan 17:1-12. doi: 10.1007/s00146-021-01322-w. Online ahead of print.","Valentine L","AI Soc","2022","2022/01/24","PMC8761504","","10.1007/s00146-021-01322-w"
"32496240","The global experience of digital health interventions in COVID-19 management","Sarbadhikari S, Sarbadhikari SN.","Indian J Public Health. 2020 Jun;64(Supplement):S117-S124. doi: 10.4103/ijph.IJPH_457_20.","Sarbadhikari S","Indian J Public Health","2020","2020/06/05","","","10.4103/ijph.IJPH_457_20"
"33104279","Enhancing Integrative Cognitive-Affective Therapy with ecological momentary interventions: A pilot trial","Juarascio AS, Hunt RA, Lantz Lesser E, Engel SG, Pisetsky EM, Peterson CB, Wonderlich SA.","Eur Eat Disord Rev. 2021 Jan;29(1):152-158. doi: 10.1002/erv.2800. Epub 2020 Oct 26.","Juarascio AS","Eur Eat Disord Rev","2021","2020/10/26","","","10.1002/erv.2800"
"37728983","Refocusing of Attention on Positive Events Using Monitoring-Based Feedback and Microinterventions for Patients With Chronic Musculoskeletal Pain in the PerPAIN Randomized Controlled Trial: Protocol for a Microrandomized Trial","Ader L, Schick A, Löffler M, Löffler A, Beiner E, Eich W, Vock S, Sirazitdinov A, Malone C, Hesser J, Hopp M, Ruckes C, Flor H, Tesarz J, Reininghaus U.","JMIR Res Protoc. 2023 Sep 20;12:e43376. doi: 10.2196/43376.","Ader L","JMIR Res Protoc","2023","2023/09/20","PMC10551789","","10.2196/43376"
"36673640","Analysis of Mobile App-Based Mental Health Solutions for College Students: A Rapid Review","Choudhury A, Kuehn A, Shamszare H, Shahsavar Y.","Healthcare (Basel). 2023 Jan 16;11(2):272. doi: 10.3390/healthcare11020272.","Choudhury A","Healthcare (Basel)","2023","2023/01/21","PMC9859497","","10.3390/healthcare11020272"
"34534188","Cost-effectiveness of a Digital Health Intervention for Acute Myocardial Infarction Recovery","Bhardwaj V, Spaulding EM, Marvel FA, LaFave S, Yu J, Mota D, Lorigiano TJ, Huynh PP, Shan R, Yesantharao PS, Lee MA, Yang WE, Demo R, Ding J, Wang J, Xun H, Shah L, Weng D, Wongvibulsin S, Carter J, Sheidy J, McLin R, Flowers J, Majmudar M, Elgin E, Vilarino V, Lumelsky D, Leung C, Allen JK, Martin SS, Padula WV.","Med Care. 2021 Nov 1;59(11):1023-1030. doi: 10.1097/MLR.0000000000001636.","Bhardwaj V","Med Care","2021","2021/09/17","PMC8516712","NIHMS1730543","10.1097/MLR.0000000000001636"
"36314391","Assessing the carbon footprint of digital health interventions: a scoping review","Lokmic-Tomkins Z, Davies S, Block LJ, Cochrane L, Dorin A, von Gerich H, Lozada-Perezmitre E, Reid L, Peltonen LM.","J Am Med Inform Assoc. 2022 Nov 14;29(12):2128-2139. doi: 10.1093/jamia/ocac196.","Lokmic-Tomkins Z","J Am Med Inform Assoc","2022","2022/10/31","PMC9667173","","10.1093/jamia/ocac196"
"37976094","mHealth Intervention to Promote Physical Activity Among Employees Using a Deep Learning Model for Passive Monitoring of Depression and Anxiety: Single-Arm Feasibility Trial","Watanabe K, Okusa S, Sato M, Miura H, Morimoto M, Tsutsumi A.","JMIR Form Res. 2023 Nov 17;7:e51334. doi: 10.2196/51334.","Watanabe K","JMIR Form Res","2023","2023/11/17","PMC10692887","","10.2196/51334"
