,id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url,num_issues,num_subscribers,num_contributors,languages,readme
1944,265879980,https://github.com/Creepo/eValuate,eValuate,A sports analytics mHealth app,Creepo,User,https://avatars.githubusercontent.com/u/32371552?v=4,2020-05-21T15:10:55Z,2020-07-03T14:08:52Z,,4843,GNU General Public License v3.0,0,0,False,[],False,master,Java,True,True,True,False,True,https://api.github.com/repos/Creepo/eValuate,0,0,0,[],
1945,113855354,https://github.com/amal-abid05/MHealth,MHealth,"MHealth (Mobile Health) :  Analyze the MHealth dataset with Hadoop, MapReduce, HBase, MongoDB (2017-2018)",amal-abid05,User,https://avatars.githubusercontent.com/u/3393260?v=4,2017-12-11T12:18:52Z,2021-06-28T16:53:40Z,http://archive.ics.uci.edu/ml/datasets/mhealth+dataset,57,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/amal-abid05/MHealth,0,0,0,[],
1949,95902996,https://github.com/hms-dbmi/mHealthieR,mHealthieR,R package to assess and evaluate longitudinal mHealth sensor data.,hms-dbmi,Organization,https://avatars.githubusercontent.com/u/5939932?v=4,2017-06-30T15:49:13Z,2022-04-29T04:33:55Z,,89,MIT License,3,0,False,"['gehlenborglab', 'mhealth']",False,develop,R,True,True,False,False,True,https://api.github.com/repos/hms-dbmi/mHealthieR,0,0,0,[],
1951,64788617,https://github.com/giffy1/MHLClient,MHLClient,Library which allows Android applications to send sensor data to the MHealth Lab server.,giffy1,User,https://avatars.githubusercontent.com/u/5752011?v=4,2016-08-02T20:03:04Z,2016-08-02T20:05:44Z,,94,UNLICENSED,0,1,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/giffy1/MHLClient,0,0,0,[],
1955,411924721,https://github.com/nesl/tinyodom,tinyodom,TinyOdom: Hardware-Aware Efficient Neural Inertial Navigation,nesl,Organization,https://avatars.githubusercontent.com/u/1921180?v=4,2021-09-30T04:41:40Z,2024-02-17T14:31:36Z,,5091,"BSD 3-Clause ""New"" or ""Revised"" License",33,3,False,"['barometer', 'bayesian-optimization', 'dead-reckoning', 'hardware-aware', 'inertial-navigation-systems', 'inertial-odometry', 'inertial-sensors', 'localization', 'machine-learning', 'neural-architecture-search', 'neural-network', 'odometry', 'pedestrian-dead-reckoning', 'pressure-sensor', 'robotics', 'temporal-convolutional-network', 'tensorflow-lite-micro', 'tinyml', 'uav', 'uuv']",False,main,C++,True,True,False,False,True,https://api.github.com/repos/nesl/tinyodom,0,0,0,[],
1956,292720343,https://github.com/yshanyes/Pytorch-ECG-Classifier-Cinc2020-Official,Pytorch-ECG-Classifier-Cinc2020-Official,"This is a PyTorch implementation of ""Multi-label Classification of Electrocardiogram with Modified Residual Networks"" paper.",yshanyes,User,https://avatars.githubusercontent.com/u/16605673?v=4,2020-09-04T01:39:35Z,2024-01-03T06:45:20Z,,376540,"BSD 2-Clause ""Simplified"" License",17,4,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/yshanyes/Pytorch-ECG-Classifier-Cinc2020-Official,0,0,0,[],
1960,50682914,https://github.com/aelaf/ashesi_mhealth_as,ashesi_mhealth_as,Ashesi mHealth Application for Android Studio,aelaf,User,https://avatars.githubusercontent.com/u/6021527?v=4,2016-01-29T18:38:42Z,2016-01-29T18:50:12Z,,22450,UNLICENSED,0,2,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/aelaf/ashesi_mhealth_as,0,0,0,[],
1961,49716540,https://github.com/roberthorlings/healthcafe-client,healthcafe-client,Simple HTML5 Client for NRC OpenmHealth API,roberthorlings,User,https://avatars.githubusercontent.com/u/1818378?v=4,2016-01-15T12:04:00Z,2016-01-15T12:04:16Z,,7982,UNLICENSED,0,2,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/roberthorlings/healthcafe-client,0,0,0,[],
1962,1755862,https://github.com/cwezi/pThor,pThor,mHealth,cwezi,Organization,https://avatars.githubusercontent.com/u/696376?v=4,2011-05-16T15:10:27Z,2013-11-11T01:38:21Z,http://cwezi.com/projects/thor,100,UNLICENSED,2,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/cwezi/pThor,0,0,0,[],
1963,190802647,https://github.com/kinivi/Activity-recognition-on-MHEALTH,Activity-recognition-on-MHEALTH,Activity recognition using MHEALTH dataset and CNN or FNN,kinivi,User,https://avatars.githubusercontent.com/u/13486777?v=4,2019-06-07T20:08:45Z,2023-04-13T01:45:14Z,,75246,UNLICENSED,3,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/kinivi/Activity-recognition-on-MHEALTH,0,0,0,[],
1965,334283964,https://github.com/cpociask00/386_Team_7,386_Team_7,Remote Repository for CS 386 Project. Team 7,cpociask00,User,https://avatars.githubusercontent.com/u/78112210?v=4,2021-01-29T23:10:41Z,2021-04-20T22:50:15Z,,88347,MIT License,1,5,False,[],False,main,Makefile,True,True,False,False,True,https://api.github.com/repos/cpociask00/386_Team_7,0,0,0,[],
1967,160013692,https://github.com/dermatologist/openmrs-module-drishti,openmrs-module-drishti,:eyes: Drishti-EMR - openmrs-module-drishti,dermatologist,User,https://avatars.githubusercontent.com/u/6259644?v=4,2018-12-02T04:34:32Z,2020-01-11T18:43:24Z,,157,UNLICENSED,2,0,False,"['drishti', 'drishti-emr', 'fhir', 'mhealth', 'openmrs']",False,develop,JavaScript,True,True,False,False,True,https://api.github.com/repos/dermatologist/openmrs-module-drishti,0,0,0,[],
1968,7040993,https://github.com/project-imas/about,about,About iMAS - iOS Mobile Application,project-imas,Organization,https://avatars.githubusercontent.com/u/2981991?v=4,2012-12-06T18:50:40Z,2024-02-25T10:54:20Z,,26850,UNLICENSED,87,13,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/project-imas/about,0,0,0,[],
1970,346209711,https://github.com/Likenttt/garmin-connectiq-samples-brief-explanations,garmin-connectiq-samples-brief-explanations,佳明开发示例程序、话题问题集锦。Samples collection for  Garmin connect IQ development. ,Likenttt,User,https://avatars.githubusercontent.com/u/26034018?v=4,2021-03-10T02:40:50Z,2024-03-08T22:31:57Z,,1706,MIT License,64,15,False,"['connectiq-apps', 'garmin', 'garmin-connect', 'garmin-connectiq', 'garmin-device', 'garmin-sdk', 'garmin-smartwatches', 'garmin-watch', 'garmin-watch-face', 'garmin-watchface']",False,main,Monkey C,True,True,False,False,True,https://api.github.com/repos/Likenttt/garmin-connectiq-samples-brief-explanations,0,0,0,[],
1972,270364756,https://github.com/RunzheStat/TestMDP,TestMDP,"Implementation of ""Does the Markov Decision Process Fit the Data: Testing for the Markov Property in Sequential Decision Making”(ICML 2020) in Python",RunzheStat,User,https://avatars.githubusercontent.com/u/32082916?v=4,2020-06-07T16:27:38Z,2023-07-24T13:26:34Z,,1008,MIT License,8,5,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/RunzheStat/TestMDP,0,0,0,[],
1973,329565539,https://github.com/midas-research/sismo-wsdm,sismo-wsdm,"Code release for ""Towards Ordinal Suicide Ideation Detection on Social Media"", WSDM 2021.",midas-research,Organization,https://avatars.githubusercontent.com/u/47926996?v=4,2021-01-14T09:22:39Z,2022-11-10T14:14:52Z,,33037,UNLICENSED,11,5,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/midas-research/sismo-wsdm,0,0,0,[],
1975,249043229,https://github.com/CoVital-Project/Spo2_evaluation,Spo2_evaluation,Python script to evaluation the correctness of SpO2 estimation algorithms,CoVital-Project,Organization,https://avatars.githubusercontent.com/u/62354355?v=4,2020-03-21T19:10:03Z,2023-09-05T13:33:33Z,,100099,UNLICENSED,16,5,False,"['covid19', 'data-science', 'oximeter', 'python']",False,master,Python,True,True,False,False,True,https://api.github.com/repos/CoVital-Project/Spo2_evaluation,0,0,0,[],
1978,6346568,https://github.com/drewkerrigan/mhealth_test,mhealth_test,A bash based driver for simple mhealth benchmarking tests.,drewkerrigan,User,https://avatars.githubusercontent.com/u/438879?v=4,2012-10-23T03:55:23Z,2014-01-08T00:51:43Z,,156,UNLICENSED,1,0,False,[],False,master,Shell,True,True,False,False,True,https://api.github.com/repos/drewkerrigan/mhealth_test,0,0,0,[],
1980,147703257,https://github.com/ShuYanChong/shuyanchong,shuyanchong,MedFC Patient App,ShuYanChong,User,https://avatars.githubusercontent.com/u/42803906?v=4,2018-09-06T16:37:25Z,2018-09-07T16:32:40Z,,1740,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/ShuYanChong/shuyanchong,0,0,0,[],
1982,50849469,https://github.com/thomasbrueggemann/ACCuRATe,ACCuRATe,👀 How and to what degree can the privacy risk assessment of mHealth apps be automated?,thomasbrueggemann,User,https://avatars.githubusercontent.com/u/2313087?v=4,2016-02-01T15:41:23Z,2022-03-18T08:00:58Z,,363730,MIT License,3,1,False,[],False,master,Java,False,True,False,False,True,https://api.github.com/repos/thomasbrueggemann/ACCuRATe,0,0,0,[],
1983,385812713,https://github.com/vishnuravi/fitbit-to-openmhealth,fitbit-to-openmhealth,Spring Boot REST microservice for mapping Fitbit data to Open mHealth,vishnuravi,User,https://avatars.githubusercontent.com/u/1212163?v=4,2021-07-14T04:27:06Z,2021-08-25T18:26:25Z,,287,UNLICENSED,2,1,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/vishnuravi/fitbit-to-openmhealth,0,0,0,[],
1988,30969890,https://github.com/justiceamoh/AsthmaGuard,AsthmaGuard,Android App for Dartmouth COSC 169: Mobile Health,justiceamoh,User,https://avatars.githubusercontent.com/u/2006900?v=4,2015-02-18T14:54:00Z,2015-03-10T16:52:07Z,,4169,UNLICENSED,0,2,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/justiceamoh/AsthmaGuard,0,0,0,[],
1992,192699855,https://github.com/LovelyBuggies/OpenGL_TankWar,OpenGL_TankWar,OpenGL-based Tank War Demo,LovelyBuggies,User,https://avatars.githubusercontent.com/u/29083689?v=4,2019-06-19T09:18:35Z,2023-04-11T14:44:07Z,,225894,UNLICENSED,2,4,False,[],False,master,C,True,True,False,False,True,https://api.github.com/repos/LovelyBuggies/OpenGL_TankWar,0,0,0,[],
1994,4330231,https://github.com/randysecrist/omniauth-mhealth,omniauth-mhealth,OmniAuth plugin for AT&T mHealth,randysecrist,User,https://avatars.githubusercontent.com/u/141339?v=4,2012-05-14T23:41:29Z,2014-05-07T08:59:23Z,,194,MIT License,1,1,False,[],False,master,Ruby,True,True,False,False,True,https://api.github.com/repos/randysecrist/omniauth-mhealth,0,0,0,[],
1995,22499194,https://github.com/arodcasanova/QRist,QRist,QR-reading application allow mobile health professionals to access and edit patient records. ,arodcasanova,User,https://avatars.githubusercontent.com/u/4576192?v=4,2014-08-01T07:14:30Z,2014-12-07T17:35:30Z,,15640,UNLICENSED,1,2,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/arodcasanova/QRist,0,0,0,[],
1996,384027237,https://github.com/stergiosbamp/deep-physical-activity-prediction,deep-physical-activity-prediction,"""UBIWEAR: An end-to-end, data-driven framework for intelligent physical activity prediction to empower mHealth interventions"" @ IEEE HealthCom 2022",stergiosbamp,User,https://avatars.githubusercontent.com/u/47421530?v=4,2021-07-08T06:42:34Z,2022-12-24T13:54:59Z,https://ieeexplore.ieee.org/document/9982730,8765,UNLICENSED,6,0,False,"['data-science', 'deep-learning', 'framework', 'machine-learning', 'msc-thesis', 'physical-activity', 'python-library', 'wearable-computing']",False,main,Python,True,True,False,False,True,https://api.github.com/repos/stergiosbamp/deep-physical-activity-prediction,0,0,0,[],
1997,56843563,https://github.com/KHP-Informatics/RADAR-platform,RADAR-platform,"The repository for work on the RADAR platform, a scalable, generic data harvesting pipeline for harvesting data from mobile phone sensors, IoT/Wearable devices etc.  Remote Assessment of Disease and Relapse (RADAR) project. RADAR is a 22 million (11M European Funding and matched funding from EFPIA partners) European FP-7 initiative to pioneer mHealth remote monitoring capabilities in 3 key neurological disease areas: Depression, MS and Epilepsy.",KHP-Informatics,Organization,https://avatars.githubusercontent.com/u/6771736?v=4,2016-04-22T09:23:47Z,2017-09-18T01:13:25Z,,153675,Apache License 2.0,2,1,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/KHP-Informatics/RADAR-platform,0,0,0,[],
2000,339336121,https://github.com/jervw/habitti,habitti,Habit tracking android app,jervw,User,https://avatars.githubusercontent.com/u/53620688?v=4,2021-02-16T08:49:13Z,2021-10-25T00:13:42Z,,1229,UNLICENSED,0,2,False,"['android', 'java']",False,master,Java,True,False,False,False,True,https://api.github.com/repos/jervw/habitti,0,0,0,[],
2001,3130433,https://github.com/Sablednah/MobHealth,MobHealth,Minecraft Bukkit Sever Plugin to display Mobs health when damaged.,Sablednah,User,https://avatars.githubusercontent.com/u/631656?v=4,2012-01-08T15:29:09Z,2016-03-06T15:24:31Z,sabletopia.co.uk,2790,GNU General Public License v3.0,7,9,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/Sablednah/MobHealth,0,0,0,[],
2002,15393145,https://github.com/boostie01/MHealth_Mobile,MHealth_Mobile,Mhealth_Mobile,boostie01,User,https://avatars.githubusercontent.com/u/6115861?v=4,2013-12-23T10:37:43Z,2013-12-23T10:37:44Z,,21112,UNLICENSED,0,0,False,[],False,master,JavaScript,True,True,False,False,False,https://api.github.com/repos/boostie01/MHealth_Mobile,0,0,0,[],
2005,5304926,https://github.com/koadr/healthmob,healthmob,"Healthmob provides a mobile health monitoring system. It is a flexible, cloud-based mobile platform that supports a Software-as-Service(SaaS) solution designed to empower patients and consumers through health monitoring. ",koadr,User,https://avatars.githubusercontent.com/u/1516512?v=4,2012-08-05T16:14:42Z,2014-05-17T01:23:04Z,,5532,UNLICENSED,1,2,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/koadr/healthmob,0,0,0,[],
2008,41932071,https://github.com/aelaf/ashesi-cs-mhealth,ashesi-cs-mhealth,Automatically exported from code.google.com/p/ashesi-cs-mhealth,aelaf,User,https://avatars.githubusercontent.com/u/6021527?v=4,2015-09-04T18:37:01Z,2015-09-17T13:51:07Z,,22085,UNLICENSED,0,2,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/aelaf/ashesi-cs-mhealth,0,0,0,[],
2009,443045959,https://github.com/ardieordenowttur/SPADES-PUBLIC,SPADES-PUBLIC,A standalone app written in Java to convert raw Accelerometer data from GT3X File Format into mHealth format. Support…,ardieordenowttur,User,https://avatars.githubusercontent.com/u/96868744?v=4,2021-12-30T10:47:45Z,2021-12-30T11:06:10Z,,10828,MIT License,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/ardieordenowttur/SPADES-PUBLIC,0,0,0,[],
2010,178981517,https://github.com/tqian/binary-outcome-mrt,binary-outcome-mrt,"Code to reproduce results in the paper ""Estimating time-varying causal excursion effect in mobile health with binary outcomes"" (Biometrika, 2020) by Tianchen Qian et al.",tqian,User,https://avatars.githubusercontent.com/u/2294165?v=4,2019-04-02T02:16:12Z,2023-08-10T22:01:09Z,,54,UNLICENSED,3,2,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/tqian/binary-outcome-mrt,0,0,0,[],
2011,285322838,https://github.com/DigitalBiomarkerDiscoveryPipeline/Resting-Heart-Rate,Resting-Heart-Rate,Estimation of resting heart rate.,DigitalBiomarkerDiscoveryPipeline,Organization,https://avatars.githubusercontent.com/u/69250632?v=4,2020-08-05T15:01:01Z,2024-01-12T00:36:38Z,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8834554&isnumber=8834448\,653,UNLICENSED,5,0,False,"['0-feature-generation', 'empatica', 'empatica-e4', 'heart-rate', 'resting-heart-rate', 'rhr']",False,master,R,True,True,False,False,True,https://api.github.com/repos/DigitalBiomarkerDiscoveryPipeline/Resting-Heart-Rate,0,0,0,[],
2013,7031390,https://github.com/jcn7/mHealth,mHealth,scripts for mhealth project,jcn7,User,https://avatars.githubusercontent.com/u/574421?v=4,2012-12-06T07:06:31Z,2013-12-21T18:35:07Z,,1740,UNLICENSED,0,0,False,[],False,master,Python,True,False,False,False,True,https://api.github.com/repos/jcn7/mHealth,0,0,0,[],
2014,31048417,https://github.com/jiayisuse/mhealth,mhealth,mhealth project,jiayisuse,User,https://avatars.githubusercontent.com/u/4499993?v=4,2015-02-20T02:43:08Z,2015-03-10T04:22:36Z,,11956,UNLICENSED,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/jiayisuse/mhealth,0,0,0,[],
2015,172052461,https://github.com/kavitham71/mhealth,mhealth,mhealth-repo,kavitham71,User,https://avatars.githubusercontent.com/u/42564649?v=4,2019-02-22T11:11:13Z,2019-02-22T11:17:32Z,,364,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/kavitham71/mhealth,0,0,0,[],
2020,274521598,https://github.com/community-insight-impact/dash_cvi_dashboard,dash_cvi_dashboard,the python Dash version of our COVID vulnerability index dashboard,community-insight-impact,Organization,https://avatars.githubusercontent.com/u/67346354?v=4,2020-06-23T22:29:01Z,2021-02-02T03:34:32Z,,68657,UNLICENSED,0,3,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/community-insight-impact/dash_cvi_dashboard,0,0,0,[],
2027,214960313,https://github.com/pandupradana/project-mhealth,project-mhealth,pembuatan project mhealth,pandupradana,User,https://avatars.githubusercontent.com/u/39307408?v=4,2019-10-14T06:02:29Z,2021-03-09T08:00:42Z,,128,UNLICENSED,1,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/pandupradana/project-mhealth,0,0,0,[],
2031,259328917,https://github.com/Meiselocker/har,har,Algorithm for Human Activity Recognition using wearables,Meiselocker,User,https://avatars.githubusercontent.com/u/62843375?v=4,2020-04-27T13:24:17Z,2023-01-24T07:17:25Z,,355865,UNLICENSED,1,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/Meiselocker/har,0,0,0,[],
2035,30569395,https://github.com/kstrauch/cupworthy,cupworthy,Mobile Health (CS69) Project,kstrauch,User,https://avatars.githubusercontent.com/u/5396410?v=4,2015-02-10T01:53:08Z,2015-03-09T19:00:15Z,,1056,UNLICENSED,2,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/kstrauch/cupworthy,0,0,0,[],
2036,1110226,https://github.com/flores/haproxyctl,haproxyctl,"Wrapper to talk to the HAProxy socket, as well as regular init (start|stop|status|etc) stuff",flores,Organization,https://avatars.githubusercontent.com/u/444283?v=4,2010-11-24T20:07:30Z,2023-01-31T11:12:19Z,http://lo.ladevops.org/haproxyctl,416,Other,360,73,False,[],True,master,Ruby,True,True,False,False,True,https://api.github.com/repos/flores/haproxyctl,0,0,0,[],
2038,32151626,https://github.com/Niena/Webtech_MHealth_Project,Webtech_MHealth_Project,A project in the Webtech class that gave us a feel of what the MHealth project is about,Niena,User,https://avatars.githubusercontent.com/u/7458299?v=4,2015-03-13T11:10:36Z,2015-03-13T11:37:23Z,,240,UNLICENSED,0,0,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/Niena/Webtech_MHealth_Project,0,0,0,[],
2039,63369553,https://github.com/motech-community-modules/mHealth-App,mHealth-App,"This is a mobile application based on Android platform, which will talk to back-end services of the two modules (mHealthDataInterface, OpenXCDataInterface) that are developed as being part of MOTECH framework. And demonstrate certain functional feature set or use cases.  Thus the app will represent an end to end functional flow of some of the features of mHealth system that are being leveraged via the web interfaces that are provided by two modules developed as part of this project – OpenXCDataInterface  Module and mHealthDataInterface Module.",motech-community-modules,Organization,https://avatars.githubusercontent.com/u/9355832?v=4,2016-07-14T21:02:48Z,2016-07-14T21:02:49Z,,6931,"BSD 3-Clause ""New"" or ""Revised"" License",0,0,False,[],False,master,Java,True,True,False,False,False,https://api.github.com/repos/motech-community-modules/mHealth-App,0,0,0,[],
2042,4029417,https://github.com/wooster/mhealth-gitlogger,mhealth-gitlogger,Hooks gitlogger up to AT&T mHealth API,wooster,User,https://avatars.githubusercontent.com/u/138936?v=4,2012-04-15T02:47:54Z,2013-10-05T04:42:10Z,,96,UNLICENSED,1,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/wooster/mhealth-gitlogger,0,0,0,[],
2047,149793434,https://github.com/i2tResearch/mhealth-diabetes,mhealth-diabetes,Repositorio public del proyecto de investigación titulado “Desarrollo y evaluación de una intervención que integra estrategias innovadoras de mHealth para fortalecer el programa de atención para pacientes con diabetes de una Empresa Promotora de Salud en Colombia,i2tResearch,Organization,https://avatars.githubusercontent.com/u/16902137?v=4,2018-09-21T17:04:40Z,2018-10-02T14:26:34Z,,33569,UNLICENSED,0,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/i2tResearch/mhealth-diabetes,0,0,0,[],
2048,303951468,https://github.com/prakass1/InteractiveSimilarityExplorer,InteractiveSimilarityExplorer,"The repository provides the implementation of the prototype medical informatics tool combining the ideas of neighborhood analysis, prediction and outlier detection",prakass1,User,https://avatars.githubusercontent.com/u/6094960?v=4,2020-10-14T08:31:09Z,2022-07-19T15:23:56Z,,12470,MIT License,0,0,False,"['condition-prediction', 'ecological-momentary-assessment', 'medical-informatics', 'time-series', 'visual-analytics']",False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/prakass1/InteractiveSimilarityExplorer,0,0,0,[],
2052,122426166,https://github.com/Equideum/iosSDK,iosSDK,Software Development Kit for Apple iOS,Equideum,Organization,https://avatars.githubusercontent.com/u/62155090?v=4,2018-02-22T03:29:25Z,2022-01-12T17:33:34Z,,16687,Apache License 2.0,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/Equideum/iosSDK,0,0,0,[],
2055,11100661,https://github.com/dfelt/shift,shift,OCR and barcode scanning for mHealth,dfelt,User,https://avatars.githubusercontent.com/u/1565205?v=4,2013-07-01T16:26:34Z,2016-09-15T07:00:14Z,,11792,UNLICENSED,2,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/dfelt/shift,0,0,0,[],
2060,46182872,https://github.com/thomasbrueggemann/privacy-risk-mhealth,privacy-risk-mhealth,"⛑ UI for paper ""An Information Privacy Index for mHealth Apps""",thomasbrueggemann,User,https://avatars.githubusercontent.com/u/2313087?v=4,2015-11-14T16:49:18Z,2022-11-13T10:26:16Z,https://privacy-risk-mhealth.herokuapp.com,1248,MIT License,1,0,False,[],False,master,JavaScript,False,False,False,False,True,https://api.github.com/repos/thomasbrueggemann/privacy-risk-mhealth,0,0,0,[],
2071,1329040,https://github.com/sunlightlabs/sunlight_health,sunlight_health,"Sunlight Health, a mobile health care app for iOS and Android.",sunlightlabs,Organization,https://avatars.githubusercontent.com/u/40420?v=4,2011-02-04T18:20:49Z,2016-10-10T02:42:32Z,,5424,GNU General Public License v3.0,4,1,False,[],False,master,JavaScript,True,False,False,False,True,https://api.github.com/repos/sunlightlabs/sunlight_health,0,0,0,[],
2075,112967110,https://github.com/baygeldin/StressDetectionKit,StressDetectionKit,Stress monitoring app for Android and iOS.,baygeldin,User,https://avatars.githubusercontent.com/u/6882605?v=4,2017-12-03T21:56:41Z,2022-06-28T06:56:16Z,,7889,GNU General Public License v3.0,5,5,False,"['android', 'ios', 'machine-learning', 'react-native', 'stress-monitoring']",False,master,TypeScript,True,True,False,False,True,https://api.github.com/repos/baygeldin/StressDetectionKit,0,0,0,[],
2083,465658048,https://github.com/limengbinggz/CUSUM-RL,CUSUM-RL,"Implementation of ""Reinforcement Learning in Possibly Nonstationary Environments"" ",limengbinggz,User,https://avatars.githubusercontent.com/u/37224126?v=4,2022-03-03T09:47:30Z,2024-01-10T22:07:46Z,https://arxiv.org/abs/2203.01707,1947,UNLICENSED,8,4,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/limengbinggz/CUSUM-RL,0,0,0,[],
2098,196472125,https://github.com/mkoslovsky/PGBVS2,PGBVS2,Methods for An Efficient Bayesian Varying-Coefficient Modeling Approach for Behavioral mHealth Data,mkoslovsky,User,https://avatars.githubusercontent.com/u/32939209?v=4,2019-07-11T22:22:40Z,2020-07-01T00:56:37Z,,25822,UNLICENSED,0,0,False,[],False,master,C++,True,True,False,False,True,https://api.github.com/repos/mkoslovsky/PGBVS2,0,0,0,[],
2118,218546504,https://github.com/NgJun/bHealth_Android_SouceCode,bHealth_Android_SouceCode,Android Code,NgJun,User,https://avatars.githubusercontent.com/u/57037817?v=4,2019-10-30T14:28:21Z,2019-12-23T09:33:07Z,,419,MIT License,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/NgJun/bHealth_Android_SouceCode,0,0,0,[],
2133,369874483,https://github.com/Giga99/FootballmHealth,FootballmHealth,Football mHealth app,Giga99,User,https://avatars.githubusercontent.com/u/35437662?v=4,2021-05-22T18:00:35Z,2021-06-12T11:07:57Z,,185,UNLICENSED,0,0,False,[],False,master,Kotlin,True,True,False,False,True,https://api.github.com/repos/Giga99/FootballmHealth,0,0,0,[],
2139,214887144,https://github.com/hrwarren/Wireframe-MS-Fall-Risk,Wireframe-MS-Fall-Risk,Wireframes for the user interface of the mHealth app.,hrwarren,User,https://avatars.githubusercontent.com/u/54678957?v=4,2019-10-13T20:13:54Z,2019-10-14T23:27:33Z,,213,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/hrwarren/Wireframe-MS-Fall-Risk,0,0,0,[],
2142,13027907,https://github.com/eokyere/SMART,SMART,Study on mHealth and Reproductive Health in Teens,eokyere,User,https://avatars.githubusercontent.com/u/16368?v=4,2013-09-23T05:45:28Z,2014-05-30T13:52:30Z,,92,Other,0,0,False,[],False,master,Python,True,True,False,False,False,https://api.github.com/repos/eokyere/SMART,0,0,0,[],
2146,142594444,https://github.com/hearSmart/android-module-mhealthintegration,android-module-mhealthintegration,Integration library to interface with the mHealthStudio application,hearSmart,Organization,https://avatars.githubusercontent.com/u/7838768?v=4,2018-07-27T15:29:26Z,2019-04-10T09:30:57Z,,3193,UNLICENSED,1,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/hearSmart/android-module-mhealthintegration,0,0,0,[],
2147,79028517,https://github.com/zMaxKunGz/mhealth,mhealth,@KKU license,zMaxKunGz,User,https://avatars.githubusercontent.com/u/17959751?v=4,2017-01-15T11:30:12Z,2019-06-27T07:32:33Z,,180,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/zMaxKunGz/mhealth,0,0,0,[],
2152,292870245,https://github.com/araupontones/IDB_test,IDB_test,Prueba para solicitud de consultoria con el IDB mHealth,araupontones,User,https://avatars.githubusercontent.com/u/43657130?v=4,2020-09-04T14:35:22Z,2020-09-09T20:08:45Z,,191,UNLICENSED,0,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/araupontones/IDB_test,0,0,0,[],
2153,68362854,https://github.com/NavinVNK/mhealth,mhealth,mhealth project,NavinVNK,User,https://avatars.githubusercontent.com/u/12845284?v=4,2016-09-16T08:08:04Z,2016-09-16T08:10:56Z,,5408,UNLICENSED,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/NavinVNK/mhealth,0,0,0,[],
2157,408835732,https://github.com/nrupeshsurya/mHealth-app,mHealth-app,mHealth app done as part of thesis,nrupeshsurya,User,https://avatars.githubusercontent.com/u/50907680?v=4,2021-09-21T13:41:11Z,2021-12-13T17:25:24Z,,462,UNLICENSED,0,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/nrupeshsurya/mHealth-app,0,0,0,[],
